Year,Origin_Country_Code,Origin_Country,Destination_Country_Code,Destination_Country,Total_Expenditure_EUR,Avg_Exp_per_Trip_EUR,Avg_Exp_per_Night_EUR
2019,EE,Estonia,FI,Finland,132020788.0,348.41,98.93333333333334
2019,EE,Estonia,FR,France,77401792.0,1044.65,120.11500000000001
2019,EE,Estonia,IT,Italy,123004514.0,1135.1,158.82999999999998
2019,EE,Estonia,LT,Lithuania,46557964.0,392.35,183.14
2019,EE,Estonia,LV,Latvia,106373894.0,285.33000000000004,167.58499999999998
2019,EE,Estonia,NL,Netherlands,28991798.0,1140.78,240.66
2019,EE,Estonia,NO,Norway,19549798.0,920.94,107.13
2019,EE,Estonia,PL,Poland,24520709.0,655.4,160.88
2019,EE,Estonia,SE,Sweden,99568114.0,489.59,125.38
2019,EE,Estonia,TR,Turkey,143916253.0,1243.77,158.875
2019,EE,Estonia,UK,United Kingdom,92124590.0,1106.99,186.34
2019,EL,Greece,AT,Austria,47307118.0,645.11,96.50999999999999
2019,EL,Greece,BG,Bulgaria,37856742.0,375.19000000000005,74.19333333333333
2019,EL,Greece,CY,Cyprus,50980742.0,479.65,40.025000000000006
2019,EL,Greece,DE,Germany,83631838.0,709.37,51.519999999999996
2019,EL,Greece,EL,Greece,3343934219.0,292.6233333333333,45.36333333333334
2019,EL,Greece,ES,Spain,20699457.0,681.12,106.88
2019,EL,Greece,FR,France,58284385.0,921.505,179.695
2019,EL,Greece,HU,Hungary,10995048.0,621.93,112.31
2019,EL,Greece,IT,Italy,110049487.0,663.64,126.73
2019,EL,Greece,NL,Netherlands,57521939.0,622.38,82.855
2019,EL,Greece,PL,Poland,22826828.0,560.1800000000001,90.195
2019,EL,Greece,RO,Romania,19095052.0,438.15,39.325
2019,EL,Greece,SE,Sweden,18058616.0,547.25,41.61
2019,EL,Greece,TR,Turkey,58933701.0,371.75333333333333,92.95
2019,EL,Greece,UK,United Kingdom,101505573.0,708.1949999999999,63.53
2019,ES,Spain,AT,Austria,291686368.0,672.0966666666667,145.61666666666665
2019,ES,Spain,BE,Belgium,516342532.0,690.7666666666668,176.2266666666667
2019,ES,Spain,BG,Bulgaria,169853071.0,798.5799999999999,80.985
2019,ES,Spain,CH,Switzerland,314730306.0,685.1466666666666,141.0
2019,ES,Spain,CZ,Czechia,388191386.0,828.5533333333333,178.89
2019,ES,Spain,DE,Germany,1556935638.0,737.6166666666667,175.81333333333336
2019,ES,Spain,DK,Denmark,119465347.0,884.235,150.215
2019,ES,Spain,EL,Greece,741069524.0,1286.995,138.495
2019,ES,Spain,ES,Spain,53876480404.0,239.96333333333337,55.29
2019,ES,Spain,FI,Finland,92595336.0,1027.47,111.25
2019,ES,Spain,FR,France,2816641522.0,544.9733333333334,122.69666666666666
2019,ES,Spain,HR,Croatia,194798174.0,1277.6750000000002,140.425
2019,ES,Spain,HU,Hungary,313291032.0,776.9666666666667,189.67
2019,ES,Spain,IE,Ireland,396158089.0,812.5833333333334,141.50666666666666
2019,ES,Spain,IS,Iceland,210745664.0,1225.45,148.04
2019,ES,Spain,IT,Italy,3064486134.0,771.2066666666666,161.17
2019,ES,Spain,MT,Malta,190620176.0,878.79,147.84500000000003
2019,ES,Spain,NL,Netherlands,646592516.0,756.4066666666666,169.01333333333332
2019,ES,Spain,NO,Norway,298964117.0,1330.815,188.265
2019,ES,Spain,PL,Poland,255817875.0,874.685,114.045
2019,ES,Spain,PT,Portugal,2286174930.0,486.0,112.41666666666667
2019,ES,Spain,RO,Romania,512966624.0,832.865,60.07
2019,ES,Spain,SE,Sweden,200907680.0,832.155,110.015
2019,ES,Spain,TR,Turkey,304189159.0,1288.68,197.825
2019,ES,Spain,UK,United Kingdom,1947135512.0,635.0633333333334,139.08
2019,FI,Finland,AT,Austria,285701602.0,1054.03,176.92000000000002
2019,FI,Finland,CZ,Czechia,139683267.0,787.0550000000001,149.08999999999997
2019,FI,Finland,DE,Germany,1259134302.0,993.73,216.37333333333333
2019,FI,Finland,DK,Denmark,317427707.0,870.675,160.835
2019,FI,Finland,EE,Estonia,1373932818.0,446.50666666666666,116.52666666666666
2019,FI,Finland,EL,Greece,619039184.0,1174.96,133.36
2019,FI,Finland,ES,Spain,1897512817.0,1246.06,113.91
2019,FI,Finland,FI,Finland,11533481632.0,224.51333333333332,69.84
2019,FI,Finland,FR,France,532814483.0,1275.1100000000001,189.79000000000002
2019,FI,Finland,HR,Croatia,292436619.0,1070.92,136.43
2019,FI,Finland,HU,Hungary,124231961.0,728.4100000000001,123.64999999999999
2019,FI,Finland,IT,Italy,776199874.0,1120.365,136.75
2019,FI,Finland,LV,Latvia,195200143.0,625.4549999999999,97.62
2019,FI,Finland,NL,Netherlands,224397476.0,940.95,170.875
2019,FI,Finland,NO,Norway,387562434.0,784.59,118.16499999999999
2019,FI,Finland,PL,Poland,234270254.0,667.175,117.74000000000001
2019,FI,Finland,PT,Portugal,342961012.0,1464.495,92.11
2019,FI,Finland,SE,Sweden,1780869112.0,521.4333333333333,125.67999999999999
2019,FI,Finland,TR,Turkey,419511596.0,1379.62,85.78
2019,FI,Finland,UK,United Kingdom,636246800.0,1145.6399999999999,150.47
2019,FR,France,AT,Austria,673442374.0,766.8566666666666,158.89000000000001
2019,FR,France,BE,Belgium,1230919740.0,377.45,101.49333333333334
2019,FR,France,BG,Bulgaria,186071963.0,1120.525,103.22
2019,FR,France,CH,Switzerland,927943306.0,505.0466666666667,115.10333333333334
2019,FR,France,CY,Cyprus,78117019.0,1189.64,168.23
2019,FR,France,CZ,Czechia,436815116.0,742.2533333333332,179.48333333333335
2019,FR,France,DE,Germany,2155720388.0,581.9433333333333,158.1966666666667
2019,FR,France,DK,Denmark,269695592.0,745.385,112.43
2019,FR,France,EL,Greece,2566429675.0,1330.605,133.695
2019,FR,France,ES,Spain,7460095542.0,655.7733333333334,123.66333333333334
2019,FR,France,FI,Finland,313574510.0,1610.67,167.25
2019,FR,France,FR,France,105924000300.0,305.27666666666664,68.17666666666666
2019,FR,France,HR,Croatia,748204254.0,1323.5349999999999,117.47
2019,FR,France,HU,Hungary,224968889.0,673.24,92.96000000000001
2019,FR,France,IE,Ireland,517936738.0,1101.6100000000001,156.725
2019,FR,France,IT,Italy,5518503856.0,733.02,148.63
2019,FR,France,LU,Luxembourg,86813923.0,231.89999999999998,125.22
2019,FR,France,MT,Malta,353742542.0,1059.315,153.41
2019,FR,France,NL,Netherlands,1063927799.0,582.0933333333334,143.42333333333335
2019,FR,France,NO,Norway,717680305.0,2201.67,238.615
2019,FR,France,PL,Poland,453002253.0,823.0550000000001,96.32499999999999
2019,FR,France,PT,Portugal,2540443300.0,695.9266666666666,118.08666666666666
2019,FR,France,RO,Romania,100840215.0,981.89,138.5
2019,FR,France,SE,Sweden,312815329.0,1239.845,70.885
2019,FR,France,TR,Turkey,518462286.0,1347.6799999999998,123.005
2019,FR,France,UK,United Kingdom,2819235257.0,706.0466666666666,171.51999999999998
2019,HR,Croatia,AT,Austria,124940958.0,334.2266666666667,97.00666666666666
2019,HR,Croatia,CH,Switzerland,33623581.0,641.705,62.325
2019,HR,Croatia,CZ,Czechia,50604745.0,554.0,146.825
2019,HR,Croatia,DE,Germany,264601877.0,420.2833333333333,80.77
2019,HR,Croatia,ES,Spain,24259482.0,709.8,139.06
2019,HR,Croatia,FR,France,28494778.0,566.27,147.58
2019,HR,Croatia,HR,Croatia,1407094028.0,194.51333333333332,43.696666666666665
2019,HR,Croatia,HU,Hungary,29114140.0,216.375,92.46000000000001
2019,HR,Croatia,IT,Italy,245228833.0,529.2233333333334,141.09
2019,HR,Croatia,NL,Netherlands,29626796.0,789.14,106.56
2019,HR,Croatia,SI,Slovenia,75162506.0,234.58333333333334,89.23333333333333
2019,HR,Croatia,TR,Turkey,68067692.0,610.62,102.07499999999999
2019,HR,Croatia,UK,United Kingdom,50313524.0,766.67,131.47
2019,HU,Hungary,AT,Austria,193467040.0,141.97,47.28666666666667
2019,HU,Hungary,BE,Belgium,65185681.0,308.9733333333333,87.18333333333334
2019,HU,Hungary,BG,Bulgaria,23767439.0,329.7,43.72
2019,HU,Hungary,CH,Switzerland,95236446.0,344.53000000000003,79.93333333333334
2019,HU,Hungary,CY,Cyprus,52307778.0,409.69,48.95
2019,HU,Hungary,CZ,Czechia,251247679.0,282.3233333333333,86.22666666666667
2019,HU,Hungary,DE,Germany,535932634.0,290.03333333333336,78.43333333333334
2019,HU,Hungary,DK,Denmark,13507639.0,322.385,51.83
2019,HU,Hungary,EL,Greece,332687734.0,476.2866666666667,93.46999999999998
2019,HU,Hungary,ES,Spain,177421550.0,371.4433333333333,78.04333333333334
2019,HU,Hungary,FI,Finland,20123139.0,393.35,55.095
2019,HU,Hungary,FR,France,147927218.0,384.9766666666667,86.65666666666668
2019,HU,Hungary,HR,Croatia,275296452.0,267.81,51.60999999999999
2019,HU,Hungary,HU,Hungary,2102356872.0,100.21,28.25666666666667
2019,HU,Hungary,IE,Ireland,8035222.0,345.48,41.38
2019,HU,Hungary,IT,Italy,310828158.0,305.4533333333333,70.32666666666667
2019,HU,Hungary,LT,Lithuania,9914478.0,620.28,67.66
2019,HU,Hungary,LV,Latvia,3981540.0,454.41,60.65
2019,HU,Hungary,MT,Malta,64688571.0,531.05,66.495
2019,HU,Hungary,NL,Netherlands,75246744.0,304.39666666666665,68.30333333333334
2019,HU,Hungary,NO,Norway,19379748.0,418.26,54.875
2019,HU,Hungary,PL,Poland,93855070.0,272.7633333333333,69.61666666666666
2019,HU,Hungary,PT,Portugal,37920805.0,499.63,53.980000000000004
2019,HU,Hungary,RO,Romania,137498930.0,84.64333333333333,25.75666666666667
2019,HU,Hungary,SE,Sweden,31128933.0,321.71500000000003,35.725
2019,HU,Hungary,SI,Slovenia,34046492.0,275.4266666666667,69.14
2019,HU,Hungary,SK,Slovakia,81281537.0,108.99666666666667,36.56333333333333
2019,HU,Hungary,TR,Turkey,117667802.0,417.6933333333333,80.51333333333334
2019,HU,Hungary,UK,United Kingdom,107891152.0,362.8766666666667,76.66666666666667
2019,IE,Ireland,AT,Austria,149070254.0,1159.635,190.195
2019,IE,Ireland,BE,Belgium,99378936.0,557.0799999999999,179.34666666666666
2019,IE,Ireland,BG,Bulgaria,58994589.0,867.61,102.235
2019,IE,Ireland,CH,Switzerland,68316155.0,1031.81,198.745
2019,IE,Ireland,CY,Cyprus,68365071.0,1570.335,154.29000000000002
2019,IE,Ireland,CZ,Czechia,38289061.0,522.855,116.95
2019,IE,Ireland,DE,Germany,310955219.0,651.9,171.47666666666666
2019,IE,Ireland,DK,Denmark,29512877.0,671.27,89.56
2019,IE,Ireland,EL,Greece,160746985.0,1061.8899999999999,100.285
2019,IE,Ireland,ES,Spain,2815623236.0,808.2833333333333,143.99333333333334
2019,IE,Ireland,FR,France,831744816.0,803.4433333333333,160.79666666666665
2019,IE,Ireland,HR,Croatia,228955519.0,1256.7199999999998,138.075
2019,IE,Ireland,HU,Hungary,76860633.0,885.72,118.355
2019,IE,Ireland,IE,Ireland,3596429851.0,236.44666666666663,77.99
2019,IE,Ireland,IS,Iceland,86406675.0,978.685,165.64999999999998
2019,IE,Ireland,IT,Italy,891776830.0,860.5933333333332,167.53333333333333
2019,IE,Ireland,MT,Malta,70252487.0,935.77,76.66
2019,IE,Ireland,NL,Netherlands,240860564.0,628.2933333333334,138.29333333333332
2019,IE,Ireland,PL,Poland,167368375.0,583.3766666666667,130.58333333333334
2019,IE,Ireland,PT,Portugal,754139716.0,786.1733333333333,155.04
2019,IE,Ireland,TR,Turkey,82656156.0,1287.15,145.2
2019,IE,Ireland,UK,United Kingdom,2178873848.0,436.7366666666667,129.95333333333335
2019,IT,Italy,AT,Austria,319197821.0,358.705,164.07
2019,IT,Italy,CH,Switzerland,161275191.0,221.385,86.91999999999999
2019,IT,Italy,CZ,Czechia,147809447.0,486.76,117.69
2019,IT,Italy,DE,Germany,977775644.0,490.69000000000005,96.7
2019,IT,Italy,EL,Greece,1423429693.0,921.8050000000001,100.625
2019,IT,Italy,ES,Spain,2270023494.0,565.9466666666666,114.12666666666667
2019,IT,Italy,FR,France,1569788364.0,565.6433333333333,112.77666666666666
2019,IT,Italy,HR,Croatia,490245312.0,312.90000000000003,63.15
2019,IT,Italy,IT,Italy,30928650622.0,334.38,75.04666666666667
2019,IT,Italy,NL,Netherlands,758908540.0,801.55,125.49000000000001
2019,IT,Italy,RO,Romania,839160862.0,405.34000000000003,40.614999999999995
2019,IT,Italy,UK,United Kingdom,1075784794.0,738.71,125.285
2019,LT,Lithuania,AT,Austria,28010730.0,584.7800000000001,128.46666666666667
2019,LT,Lithuania,BE,Belgium,18940211.0,509.06333333333333,101.96
2019,LT,Lithuania,BG,Bulgaria,32967107.0,594.025,73.305
2019,LT,Lithuania,CH,Switzerland,5889610.0,431.05999999999995,116.13
2019,LT,Lithuania,CY,Cyprus,17598719.0,400.28999999999996,48.32
2019,LT,Lithuania,CZ,Czechia,12269794.0,345.3633333333333,85.95333333333333
2019,LT,Lithuania,DE,Germany,139749435.0,452.19,83.07000000000001
2019,LT,Lithuania,DK,Denmark,128078326.0,644.5799999999999,94.38666666666666
2019,LT,Lithuania,EE,Estonia,69813992.0,301.08666666666664,79.31
2019,LT,Lithuania,EL,Greece,88244906.0,754.99,99.08
2019,LT,Lithuania,ES,Spain,72721770.0,475.5733333333333,88.43666666666667
2019,LT,Lithuania,FI,Finland,12297674.0,303.09666666666664,63.92333333333334
2019,LT,Lithuania,FR,France,32366930.0,527.3133333333334,90.46333333333332
2019,LT,Lithuania,HR,Croatia,19063267.0,693.855,86.68
2019,LT,Lithuania,IE,Ireland,28158624.0,332.54333333333335,57.63666666666666
2019,LT,Lithuania,IS,Iceland,3119280.0,636.08,72.05
2019,LT,Lithuania,IT,Italy,74784056.0,397.84999999999997,91.28333333333335
2019,LT,Lithuania,LT,Lithuania,409689420.0,83.21333333333332,27.05333333333333
2019,LT,Lithuania,LV,Latvia,94318660.0,196.19333333333336,50.903333333333336
2019,LT,Lithuania,NL,Netherlands,31318654.0,331.1233333333333,61.41
2019,LT,Lithuania,NO,Norway,100946364.0,439.33,73.28666666666668
2019,LT,Lithuania,PL,Poland,91039238.0,274.7266666666667,83.69333333333333
2019,LT,Lithuania,PT,Portugal,11697214.0,644.9649999999999,64.905
2019,LT,Lithuania,SE,Sweden,70449105.0,602.9266666666667,99.68333333333332
2019,LT,Lithuania,SK,Slovakia,16689876.0,527.21,83.12
2019,LT,Lithuania,TR,Turkey,197923278.0,589.7266666666667,124.2
2019,LT,Lithuania,UK,United Kingdom,131196355.0,280.7,51.843333333333334
2019,LU,Luxembourg,AT,Austria,207013684.0,1113.62,223.74333333333334
2019,LU,Luxembourg,BE,Belgium,169247286.0,479.3766666666667,131.79
2019,LU,Luxembourg,BG,Bulgaria,16227649.0,979.12,94.46000000000001
2019,LU,Luxembourg,CH,Switzerland,132118364.0,912.0666666666666,216.40666666666667
2019,LU,Luxembourg,CZ,Czechia,15915535.0,587.55,104.19999999999999
2019,LU,Luxembourg,DE,Germany,379723194.0,574.7366666666667,172.51666666666665
2019,LU,Luxembourg,DK,Denmark,34440470.0,783.48,161.70666666666668
2019,LU,Luxembourg,EL,Greece,115976457.0,1302.15,140.04000000000002
2019,LU,Luxembourg,ES,Spain,447185181.0,1109.7833333333333,194.75
2019,LU,Luxembourg,FR,France,675160108.0,702.3233333333334,152.56333333333333
2019,LU,Luxembourg,HR,Croatia,39496432.0,1337.4650000000001,145.345
2019,LU,Luxembourg,HU,Hungary,19722282.0,709.2,84.91
2019,LU,Luxembourg,IE,Ireland,26588183.0,836.79,126.67
2019,LU,Luxembourg,IT,Italy,427280513.0,953.6333333333333,176.09666666666666
2019,LU,Luxembourg,LU,Luxembourg,20245508.0,363.4633333333333,100.70666666666666
2019,LU,Luxembourg,MT,Malta,22663944.0,1009.335,163.19
2019,LU,Luxembourg,NL,Netherlands,129882194.0,539.4333333333333,156.49333333333334
2019,LU,Luxembourg,PL,Poland,19683555.0,792.51,92.16999999999999
2019,LU,Luxembourg,PT,Portugal,322866608.0,872.5433333333334,137.13333333333333
2019,LU,Luxembourg,RO,Romania,24160397.0,695.525,87.32
2019,LU,Luxembourg,SE,Sweden,32978828.0,999.015,141.22
2019,LU,Luxembourg,TR,Turkey,34939844.0,1278.76,125.91499999999999
2019,LU,Luxembourg,UK,United Kingdom,159910138.0,801.98,209.33333333333334
2019,LV,Latvia,DE,Germany,98220755.0,604.28,63.33
2019,LV,Latvia,EE,Estonia,43885883.0,138.22500000000002,85.755
2019,LV,Latvia,EL,Greece,71557910.0,711.33,95.73
2019,LV,Latvia,ES,Spain,65851630.0,662.28,69.63
2019,LV,Latvia,FI,Finland,31842787.0,563.72,141.49
2019,LV,Latvia,LT,Lithuania,41101251.0,125.82,80.83000000000001
2019,LV,Latvia,LV,Latvia,277996452.0,68.76333333333334,22.986666666666668
2019,LV,Latvia,PL,Poland,12647667.0,305.73,89.19
2019,LV,Latvia,SE,Sweden,52470930.0,278.2,98.89
2019,LV,Latvia,TR,Turkey,65799856.0,574.18,68.85
2019,LV,Latvia,UK,United Kingdom,43574994.0,347.095,51.95
2019,MK,North Macedonia,BG,Bulgaria,14617790.0,180.64666666666668,42.68
