Year,Origin_Country_Code,Origin_Country,Destination_Country_Code,Destination_Country,Purpose,Duration,Trips
2019,PT,Portugal,IT,Italy,Personal reasons,From 1 to 3 nights,45241.0
2022,PT,Portugal,IT,Italy,Personal reasons,From 1 to 3 nights,27901.0
2019,RO,Romania,IT,Italy,Personal reasons,From 1 to 3 nights,21305.0
2022,RO,Romania,IT,Italy,Personal reasons,From 1 to 3 nights,34699.0
2022,SE,Sweden,IT,Italy,Personal reasons,From 1 to 3 nights,307786.0
2019,SI,Slovenia,IT,Italy,Personal reasons,From 1 to 3 nights,120293.0
2022,SI,Slovenia,IT,Italy,Personal reasons,From 1 to 3 nights,100893.0
2022,SK,Slovakia,IT,Italy,Personal reasons,From 1 to 3 nights,74538.0
2019,AL,Albania,IT,Italy,Personal reasons,1 night or over,288370.0
2019,AT,Austria,IT,Italy,Personal reasons,1 night or over,2109345.0
2022,AT,Austria,IT,Italy,Personal reasons,1 night or over,2474566.0
2019,BE,Belgium,IT,Italy,Personal reasons,1 night or over,996129.0
2022,BE,Belgium,IT,Italy,Personal reasons,1 night or over,977305.0
2019,BG,Bulgaria,IT,Italy,Personal reasons,1 night or over,43186.0
2022,BG,Bulgaria,IT,Italy,Personal reasons,1 night or over,63239.0
2019,CH,Switzerland,IT,Italy,Personal reasons,1 night or over,2281641.0
2019,CY,Cyprus,IT,Italy,Personal reasons,1 night or over,30641.0
2022,CY,Cyprus,IT,Italy,Personal reasons,1 night or over,49913.0
2019,CZ,Czechia,IT,Italy,Personal reasons,1 night or over,693925.0
2022,CZ,Czechia,IT,Italy,Personal reasons,1 night or over,606775.0
2019,DE,Germany,IT,Italy,Personal reasons,1 night or over,10845094.0
2022,DE,Germany,IT,Italy,Personal reasons,1 night or over,11371688.0
2019,DK,Denmark,IT,Italy,Personal reasons,1 night or over,566301.0
2019,EE,Estonia,IT,Italy,Personal reasons,1 night or over,49978.0
2022,EE,Estonia,IT,Italy,Personal reasons,1 night or over,83275.0
2019,EL,Greece,IT,Italy,Personal reasons,1 night or over,61275.0
2022,EL,Greece,IT,Italy,Personal reasons,1 night or over,96167.0
2019,ES,Spain,IT,Italy,Personal reasons,1 night or over,1678506.0
2022,ES,Spain,IT,Italy,Personal reasons,1 night or over,1501568.0
2019,FI,Finland,IT,Italy,Personal reasons,1 night or over,297999.0
2022,FI,Finland,IT,Italy,Personal reasons,1 night or over,252268.0
2019,FR,France,IT,Italy,Personal reasons,1 night or over,3137763.0
2022,FR,France,IT,Italy,Personal reasons,1 night or over,3122908.0
2019,HR,Croatia,IT,Italy,Personal reasons,1 night or over,186897.0
2022,HR,Croatia,IT,Italy,Personal reasons,1 night or over,87636.0
2019,HU,Hungary,IT,Italy,Personal reasons,1 night or over,478517.0
2022,HU,Hungary,IT,Italy,Personal reasons,1 night or over,404897.0
2019,IE,Ireland,IT,Italy,Personal reasons,1 night or over,448352.0
2022,IE,Ireland,IT,Italy,Personal reasons,1 night or over,478400.0
2019,IT,Italy,IT,Italy,Personal reasons,1 night or over,41739584.0
2022,IT,Italy,IT,Italy,Personal reasons,1 night or over,35009014.0
2019,LT,Lithuania,IT,Italy,Personal reasons,1 night or over,72858.0
2022,LT,Lithuania,IT,Italy,Personal reasons,1 night or over,44590.0
2019,LU,Luxembourg,IT,Italy,Personal reasons,1 night or over,170443.0
2022,LU,Luxembourg,IT,Italy,Personal reasons,1 night or over,210840.0
2022,LV,Latvia,IT,Italy,Personal reasons,1 night or over,90124.0
2019,MK,North Macedonia,IT,Italy,Personal reasons,1 night or over,23237.0
2019,MT,Malta,IT,Italy,Personal reasons,1 night or over,177715.0
2022,MT,Malta,IT,Italy,Personal reasons,1 night or over,217381.0
2019,NL,Netherlands,IT,Italy,Personal reasons,1 night or over,1114218.0
2022,NL,Netherlands,IT,Italy,Personal reasons,1 night or over,1582337.0
2019,PL,Poland,IT,Italy,Personal reasons,1 night or over,1074887.0
2022,PL,Poland,IT,Italy,Personal reasons,1 night or over,1005516.0
2019,PT,Portugal,IT,Italy,Personal reasons,1 night or over,140053.0
2022,PT,Portugal,IT,Italy,Personal reasons,1 night or over,129955.0
2019,RO,Romania,IT,Italy,Personal reasons,1 night or over,297452.0
2022,RO,Romania,IT,Italy,Personal reasons,1 night or over,201149.0
2019,SE,Sweden,IT,Italy,Personal reasons,1 night or over,959633.0
2022,SE,Sweden,IT,Italy,Personal reasons,1 night or over,1653733.0
2019,SI,Slovenia,IT,Italy,Personal reasons,1 night or over,228352.0
2022,SI,Slovenia,IT,Italy,Personal reasons,1 night or over,222677.0
2019,SK,Slovakia,IT,Italy,Personal reasons,1 night or over,294585.0
2022,SK,Slovakia,IT,Italy,Personal reasons,1 night or over,283235.0
2019,AL,Albania,IT,Italy,Personal reasons,4 nights or over,260655.0
2019,AT,Austria,IT,Italy,Personal reasons,4 nights or over,1349240.0
2022,AT,Austria,IT,Italy,Personal reasons,4 nights or over,1615366.0
2019,BE,Belgium,IT,Italy,Personal reasons,4 nights or over,832901.0
2022,BE,Belgium,IT,Italy,Personal reasons,4 nights or over,874340.0
2019,BG,Bulgaria,IT,Italy,Personal reasons,4 nights or over,35529.0
2022,BG,Bulgaria,IT,Italy,Personal reasons,4 nights or over,51531.0
2019,CH,Switzerland,IT,Italy,Personal reasons,4 nights or over,1517304.0
2019,CY,Cyprus,IT,Italy,Personal reasons,4 nights or over,23430.0
2022,CY,Cyprus,IT,Italy,Personal reasons,4 nights or over,37297.0
2019,CZ,Czechia,IT,Italy,Personal reasons,4 nights or over,605193.0
2022,CZ,Czechia,IT,Italy,Personal reasons,4 nights or over,519188.0
2019,DE,Germany,IT,Italy,Personal reasons,4 nights or over,9390236.0
2022,DE,Germany,IT,Italy,Personal reasons,4 nights or over,9646661.0
2019,DK,Denmark,IT,Italy,Personal reasons,4 nights or over,494786.0
2019,EE,Estonia,IT,Italy,Personal reasons,4 nights or over,44232.0
2022,EE,Estonia,IT,Italy,Personal reasons,4 nights or over,71197.0
2019,EL,Greece,IT,Italy,Personal reasons,4 nights or over,46329.0
2022,EL,Greece,IT,Italy,Personal reasons,4 nights or over,77248.0
2019,ES,Spain,IT,Italy,Personal reasons,4 nights or over,1121569.0
2022,ES,Spain,IT,Italy,Personal reasons,4 nights or over,1058826.0
2019,FI,Finland,IT,Italy,Personal reasons,4 nights or over,297999.0
2022,FI,Finland,IT,Italy,Personal reasons,4 nights or over,248417.0
2019,FR,France,IT,Italy,Personal reasons,4 nights or over,2334320.0
2022,FR,France,IT,Italy,Personal reasons,4 nights or over,2200910.0
2019,HR,Croatia,IT,Italy,Personal reasons,4 nights or over,84521.0
2022,HR,Croatia,IT,Italy,Personal reasons,4 nights or over,36406.0
2019,HU,Hungary,IT,Italy,Personal reasons,4 nights or over,321810.0
2022,HU,Hungary,IT,Italy,Personal reasons,4 nights or over,303068.0
2019,IE,Ireland,IT,Italy,Personal reasons,4 nights or over,360258.0
2022,IE,Ireland,IT,Italy,Personal reasons,4 nights or over,394338.0
2019,IT,Italy,IT,Italy,Personal reasons,4 nights or over,20156416.0
2022,IT,Italy,IT,Italy,Personal reasons,4 nights or over,18473732.0
2019,LT,Lithuania,IT,Italy,Personal reasons,4 nights or over,64575.0
2022,LT,Lithuania,IT,Italy,Personal reasons,4 nights or over,41336.0
2019,LU,Luxembourg,IT,Italy,Personal reasons,4 nights or over,126093.0
2022,LU,Luxembourg,IT,Italy,Personal reasons,4 nights or over,173976.0
2022,LV,Latvia,IT,Italy,Personal reasons,4 nights or over,71014.0
2019,MK,North Macedonia,IT,Italy,Personal reasons,4 nights or over,16550.0
2019,MT,Malta,IT,Italy,Personal reasons,4 nights or over,108399.0
2022,MT,Malta,IT,Italy,Personal reasons,4 nights or over,129681.0
2019,NL,Netherlands,IT,Italy,Personal reasons,4 nights or over,988857.0
2022,NL,Netherlands,IT,Italy,Personal reasons,4 nights or over,1428901.0
2019,PL,Poland,IT,Italy,Personal reasons,4 nights or over,967468.0
2022,PL,Poland,IT,Italy,Personal reasons,4 nights or over,858969.0
2019,PT,Portugal,IT,Italy,Personal reasons,4 nights or over,94812.0
2022,PT,Portugal,IT,Italy,Personal reasons,4 nights or over,102054.0
2019,RO,Romania,IT,Italy,Personal reasons,4 nights or over,276146.0
2022,RO,Romania,IT,Italy,Personal reasons,4 nights or over,166450.0
2019,SE,Sweden,IT,Italy,Personal reasons,4 nights or over,913792.0
2022,SE,Sweden,IT,Italy,Personal reasons,4 nights or over,1345947.0
2019,SI,Slovenia,IT,Italy,Personal reasons,4 nights or over,108060.0
2022,SI,Slovenia,IT,Italy,Personal reasons,4 nights or over,121784.0
2019,SK,Slovakia,IT,Italy,Personal reasons,4 nights or over,271662.0
2022,SK,Slovakia,IT,Italy,Personal reasons,4 nights or over,208697.0
2019,AT,Austria,IT,Italy,"Professional, business",From 1 to 3 nights,91578.0
2022,AT,Austria,IT,Italy,"Professional, business",From 1 to 3 nights,63608.0
2019,BE,Belgium,IT,Italy,"Professional, business",From 1 to 3 nights,63831.0
2022,BE,Belgium,IT,Italy,"Professional, business",From 1 to 3 nights,38401.0
2019,ES,Spain,IT,Italy,"Professional, business",From 1 to 3 nights,141158.0
2022,ES,Spain,IT,Italy,"Professional, business",From 1 to 3 nights,70604.0
2019,FR,France,IT,Italy,"Professional, business",From 1 to 3 nights,266663.0
2022,FR,France,IT,Italy,"Professional, business",From 1 to 3 nights,348096.0
2019,HU,Hungary,IT,Italy,"Professional, business",From 1 to 3 nights,15469.0
2022,HU,Hungary,IT,Italy,"Professional, business",From 1 to 3 nights,18564.0
2019,IT,Italy,IT,Italy,"Professional, business",From 1 to 3 nights,4672508.0
2022,IT,Italy,IT,Italy,"Professional, business",From 1 to 3 nights,2255158.0
2019,LU,Luxembourg,IT,Italy,"Professional, business",From 1 to 3 nights,32788.0
2022,LU,Luxembourg,IT,Italy,"Professional, business",From 1 to 3 nights,8649.0
2019,MT,Malta,IT,Italy,"Professional, business",From 1 to 3 nights,13745.0
2022,MT,Malta,IT,Italy,"Professional, business",From 1 to 3 nights,8534.0
2019,NL,Netherlands,IT,Italy,"Professional, business",From 1 to 3 nights,54602.0
2022,NL,Netherlands,IT,Italy,"Professional, business",From 1 to 3 nights,37954.0
2019,PL,Poland,IT,Italy,"Professional, business",From 1 to 3 nights,15811.0
2022,PL,Poland,IT,Italy,"Professional, business",From 1 to 3 nights,21146.0
2019,PT,Portugal,IT,Italy,"Professional, business",From 1 to 3 nights,19536.0
2019,SI,Slovenia,IT,Italy,"Professional, business",From 1 to 3 nights,54978.0
2022,SI,Slovenia,IT,Italy,"Professional, business",From 1 to 3 nights,31381.0
2019,AT,Austria,IT,Italy,"Professional, business",1 night or over,159873.0
2022,AT,Austria,IT,Italy,"Professional, business",1 night or over,103953.0
2019,BE,Belgium,IT,Italy,"Professional, business",1 night or over,79701.0
2022,BE,Belgium,IT,Italy,"Professional, business",1 night or over,60559.0
2019,DE,Germany,IT,Italy,"Professional, business",1 night or over,788054.0
2022,DE,Germany,IT,Italy,"Professional, business",1 night or over,692628.0
2019,ES,Spain,IT,Italy,"Professional, business",1 night or over,216282.0
2022,ES,Spain,IT,Italy,"Professional, business",1 night or over,112210.0
2019,FR,France,IT,Italy,"Professional, business",1 night or over,346340.0
2022,FR,France,IT,Italy,"Professional, business",1 night or over,440556.0
2019,HR,Croatia,IT,Italy,"Professional, business",1 night or over,51286.0
2022,HR,Croatia,IT,Italy,"Professional, business",1 night or over,25271.0
2019,HU,Hungary,IT,Italy,"Professional, business",1 night or over,19480.0
2022,HU,Hungary,IT,Italy,"Professional, business",1 night or over,21587.0
2019,IE,Ireland,IT,Italy,"Professional, business",1 night or over,25150.0
2019,IT,Italy,IT,Italy,"Professional, business",1 night or over,5842944.0
2022,IT,Italy,IT,Italy,"Professional, business",1 night or over,2999659.0
2019,LT,Lithuania,IT,Italy,"Professional, business",1 night or over,11963.0
2022,LT,Lithuania,IT,Italy,"Professional, business",1 night or over,7157.0
2019,LU,Luxembourg,IT,Italy,"Professional, business",1 night or over,41545.0
2022,LU,Luxembourg,IT,Italy,"Professional, business",1 night or over,18703.0
2019,MT,Malta,IT,Italy,"Professional, business",1 night or over,18920.0
2022,MT,Malta,IT,Italy,"Professional, business",1 night or over,13214.0
2019,NL,Netherlands,IT,Italy,"Professional, business",1 night or over,94132.0
2022,NL,Netherlands,IT,Italy,"Professional, business",1 night or over,56680.0
2019,PL,Poland,IT,Italy,"Professional, business",1 night or over,39524.0
2022,PL,Poland,IT,Italy,"Professional, business",1 night or over,41190.0
2019,PT,Portugal,IT,Italy,"Professional, business",1 night or over,32853.0
2022,PT,Portugal,IT,Italy,"Professional, business",1 night or over,24158.0
2022,SE,Sweden,IT,Italy,"Professional, business",1 night or over,567705.0
2019,SI,Slovenia,IT,Italy,"Professional, business",1 night or over,60161.0
2022,SI,Slovenia,IT,Italy,"Professional, business",1 night or over,42316.0
2019,AT,Austria,IT,Italy,"Professional, business",4 nights or over,68295.0
2022,AT,Austria,IT,Italy,"Professional, business",4 nights or over,40345.0
2019,ES,Spain,IT,Italy,"Professional, business",4 nights or over,75124.0
2022,ES,Spain,IT,Italy,"Professional, business",4 nights or over,41606.0
2019,IT,Italy,IT,Italy,"Professional, business",4 nights or over,1170436.0
2022,IT,Italy,IT,Italy,"Professional, business",4 nights or over,744501.0
2019,LT,Lithuania,IT,Italy,"Professional, business",4 nights or over,8543.0
2019,PL,Poland,IT,Italy,"Professional, business",4 nights or over,23713.0
2022,PL,Poland,IT,Italy,"Professional, business",4 nights or over,20045.0
2019,AL,Albania,IT,Italy,Total,From 1 to 3 nights,29334.0
2019,AT,Austria,IT,Italy,Total,From 1 to 3 nights,851683.0
2022,AT,Austria,IT,Italy,Total,From 1 to 3 nights,922807.0
2019,BE,Belgium,IT,Italy,Total,From 1 to 3 nights,227059.0
2022,BE,Belgium,IT,Italy,Total,From 1 to 3 nights,141366.0
2019,CH,Switzerland,IT,Italy,Total,From 1 to 3 nights,821227.0
2019,CZ,Czechia,IT,Italy,Total,From 1 to 3 nights,109462.0
2022,CZ,Czechia,IT,Italy,Total,From 1 to 3 nights,97367.0
2019,DE,Germany,IT,Italy,Total,From 1 to 3 nights,1839873.0
2022,DE,Germany,IT,Italy,Total,From 1 to 3 nights,2034840.0
2019,DK,Denmark,IT,Italy,Total,From 1 to 3 nights,93731.0
2019,EL,Greece,IT,Italy,Total,From 1 to 3 nights,16371.0
2022,EL,Greece,IT,Italy,Total,From 1 to 3 nights,21435.0
2019,ES,Spain,IT,Italy,Total,From 1 to 3 nights,698095.0
2022,ES,Spain,IT,Italy,Total,From 1 to 3 nights,513346.0
2019,FR,France,IT,Italy,Total,From 1 to 3 nights,1070106.0
2022,FR,France,IT,Italy,Total,From 1 to 3 nights,1270094.0
2019,HR,Croatia,IT,Italy,Total,From 1 to 3 nights,135286.0
2022,HR,Croatia,IT,Italy,Total,From 1 to 3 nights,69660.0
2019,HU,Hungary,IT,Italy,Total,From 1 to 3 nights,172176.0
2022,HU,Hungary,IT,Italy,Total,From 1 to 3 nights,120393.0
2019,IE,Ireland,IT,Italy,Total,From 1 to 3 nights,99662.0
2022,IE,Ireland,IT,Italy,Total,From 1 to 3 nights,87108.0
2019,IT,Italy,IT,Italy,Total,From 1 to 3 nights,26255676.0
2022,IT,Italy,IT,Italy,Total,From 1 to 3 nights,18790440.0
2019,LT,Lithuania,IT,Italy,Total,From 1 to 3 nights,11702.0
2022,LT,Lithuania,IT,Italy,Total,From 1 to 3 nights,6794.0
2019,LU,Luxembourg,IT,Italy,Total,From 1 to 3 nights,77138.0
2022,LU,Luxembourg,IT,Italy,Total,From 1 to 3 nights,45513.0
2019,MT,Malta,IT,Italy,Total,From 1 to 3 nights,83061.0
2022,MT,Malta,IT,Italy,Total,From 1 to 3 nights,96234.0
2019,NL,Netherlands,IT,Italy,Total,From 1 to 3 nights,179963.0
2022,NL,Netherlands,IT,Italy,Total,From 1 to 3 nights,191390.0
2019,PL,Poland,IT,Italy,Total,From 1 to 3 nights,123231.0
2022,PL,Poland,IT,Italy,Total,From 1 to 3 nights,167693.0
2019,PT,Portugal,IT,Italy,Total,From 1 to 3 nights,64776.0
2022,PT,Portugal,IT,Italy,Total,From 1 to 3 nights,39087.0
2019,RO,Romania,IT,Italy,Total,From 1 to 3 nights,21305.0
2022,RO,Romania,IT,Italy,Total,From 1 to 3 nights,34699.0
2022,SE,Sweden,IT,Italy,Total,From 1 to 3 nights,661976.0
2019,SI,Slovenia,IT,Italy,Total,From 1 to 3 nights,175271.0
2022,SI,Slovenia,IT,Italy,Total,From 1 to 3 nights,132274.0
2022,SK,Slovakia,IT,Italy,Total,From 1 to 3 nights,74538.0
2019,AL,Albania,IT,Italy,Total,1 night or over,294824.0
2019,AT,Austria,IT,Italy,Total,1 night or over,2269218.0
2022,AT,Austria,IT,Italy,Total,1 night or over,2578519.0
2019,BE,Belgium,IT,Italy,Total,1 night or over,1075830.0
2022,BE,Belgium,IT,Italy,Total,1 night or over,1037864.0
2019,BG,Bulgaria,IT,Italy,Total,1 night or over,47605.0
2022,BG,Bulgaria,IT,Italy,Total,1 night or over,68998.0
2019,CH,Switzerland,IT,Italy,Total,1 night or over,2347058.0
2019,CY,Cyprus,IT,Italy,Total,1 night or over,42779.0
2022,CY,Cyprus,IT,Italy,Total,1 night or over,59873.0
2019,CZ,Czechia,IT,Italy,Total,1 night or over,721043.0
2022,CZ,Czechia,IT,Italy,Total,1 night or over,619263.0
2019,DE,Germany,IT,Italy,Total,1 night or over,11633147.0
2022,DE,Germany,IT,Italy,Total,1 night or over,12064316.0
2019,DK,Denmark,IT,Italy,Total,1 night or over,637193.0
2019,EE,Estonia,IT,Italy,Total,1 night or over,58298.0
2022,EE,Estonia,IT,Italy,Total,1 night or over,93663.0
2019,EL,Greece,IT,Italy,Total,1 night or over,75720.0
2022,EL,Greece,IT,Italy,Total,1 night or over,107751.0
2019,ES,Spain,IT,Italy,Total,1 night or over,1894788.0
2022,ES,Spain,IT,Italy,Total,1 night or over,1613778.0
2019,FI,Finland,IT,Italy,Total,1 night or over,353641.0
2022,FI,Finland,IT,Italy,Total,1 night or over,275392.0
2019,FR,France,IT,Italy,Total,1 night or over,3484102.0
2022,FR,France,IT,Italy,Total,1 night or over,3563464.0
2019,HR,Croatia,IT,Italy,Total,1 night or over,238183.0
2022,HR,Croatia,IT,Italy,Total,1 night or over,112907.0
2019,HU,Hungary,IT,Italy,Total,1 night or over,497997.0
2022,HU,Hungary,IT,Italy,Total,1 night or over,426484.0
2019,IE,Ireland,IT,Italy,Total,1 night or over,473502.0
2022,IE,Ireland,IT,Italy,Total,1 night or over,485300.0
2019,IT,Italy,IT,Italy,Total,1 night or over,47582528.0
2022,IT,Italy,IT,Italy,Total,1 night or over,38008674.0
2019,LT,Lithuania,IT,Italy,Total,1 night or over,84821.0
2022,LT,Lithuania,IT,Italy,Total,1 night or over,51746.0
2019,LU,Luxembourg,IT,Italy,Total,1 night or over,211988.0
2022,LU,Luxembourg,IT,Italy,Total,1 night or over,229543.0
2022,LV,Latvia,IT,Italy,Total,1 night or over,95911.0
2019,MK,North Macedonia,IT,Italy,Total,1 night or over,23237.0
2019,MT,Malta,IT,Italy,Total,1 night or over,196635.0
2022,MT,Malta,IT,Italy,Total,1 night or over,230595.0
2019,NL,Netherlands,IT,Italy,Total,1 night or over,1208350.0
2022,NL,Netherlands,IT,Italy,Total,1 night or over,1639017.0
2019,PL,Poland,IT,Italy,Total,1 night or over,1114411.0
2022,PL,Poland,IT,Italy,Total,1 night or over,1046706.0
2019,PT,Portugal,IT,Italy,Total,1 night or over,172906.0
2022,PT,Portugal,IT,Italy,Total,1 night or over,154113.0
2019,RO,Romania,IT,Italy,Total,1 night or over,298645.0
2022,RO,Romania,IT,Italy,Total,1 night or over,204103.0
2019,SE,Sweden,IT,Italy,Total,1 night or over,998384.0
2022,SE,Sweden,IT,Italy,Total,1 night or over,2221438.0
2019,SI,Slovenia,IT,Italy,Total,1 night or over,288514.0
2022,SI,Slovenia,IT,Italy,Total,1 night or over,264993.0
2019,SK,Slovakia,IT,Italy,Total,1 night or over,339716.0
2022,SK,Slovakia,IT,Italy,Total,1 night or over,292598.0
2019,AL,Albania,IT,Italy,Total,4 nights or over,265490.0
2019,AT,Austria,IT,Italy,Total,4 nights or over,1417535.0
2022,AT,Austria,IT,Italy,Total,4 nights or over,1655712.0
2019,BE,Belgium,IT,Italy,Total,4 nights or over,848771.0
2022,BE,Belgium,IT,Italy,Total,4 nights or over,896498.0
2019,BG,Bulgaria,IT,Italy,Total,4 nights or over,37764.0
2022,BG,Bulgaria,IT,Italy,Total,4 nights or over,52468.0
2019,CH,Switzerland,IT,Italy,Total,4 nights or over,1525831.0
2019,CY,Cyprus,IT,Italy,Total,4 nights or over,31140.0
2022,CY,Cyprus,IT,Italy,Total,4 nights or over,42657.0
2019,CZ,Czechia,IT,Italy,Total,4 nights or over,611581.0
2022,CZ,Czechia,IT,Italy,Total,4 nights or over,521897.0
2019,DE,Germany,IT,Italy,Total,4 nights or over,9793275.0
2022,DE,Germany,IT,Italy,Total,4 nights or over,10029477.0
2019,DK,Denmark,IT,Italy,Total,4 nights or over,543462.0
2019,EE,Estonia,IT,Italy,Total,4 nights or over,50222.0
2022,EE,Estonia,IT,Italy,Total,4 nights or over,81586.0
2019,EL,Greece,IT,Italy,Total,4 nights or over,59349.0
2022,EL,Greece,IT,Italy,Total,4 nights or over,86316.0
2019,ES,Spain,IT,Italy,Total,4 nights or over,1196693.0
2022,ES,Spain,IT,Italy,Total,4 nights or over,1100432.0
2019,FI,Finland,IT,Italy,Total,4 nights or over,339216.0
2022,FI,Finland,IT,Italy,Total,4 nights or over,267344.0
2019,FR,France,IT,Italy,Total,4 nights or over,2413997.0
2022,FR,France,IT,Italy,Total,4 nights or over,2293370.0
2019,HR,Croatia,IT,Italy,Total,4 nights or over,102897.0
2022,HR,Croatia,IT,Italy,Total,4 nights or over,43247.0
2019,HU,Hungary,IT,Italy,Total,4 nights or over,325821.0
2022,HU,Hungary,IT,Italy,Total,4 nights or over,306091.0
2019,IE,Ireland,IT,Italy,Total,4 nights or over,373840.0
2022,IE,Ireland,IT,Italy,Total,4 nights or over,398193.0
2019,IT,Italy,IT,Italy,Total,4 nights or over,21326852.0
2022,IT,Italy,IT,Italy,Total,4 nights or over,19218234.0
2019,LT,Lithuania,IT,Italy,Total,4 nights or over,73118.0
2022,LT,Lithuania,IT,Italy,Total,4 nights or over,44952.0
2019,LU,Luxembourg,IT,Italy,Total,4 nights or over,134850.0
2022,LU,Luxembourg,IT,Italy,Total,4 nights or over,184030.0
2022,LV,Latvia,IT,Italy,Total,4 nights or over,75805.0
2019,MK,North Macedonia,IT,Italy,Total,4 nights or over,16550.0
2019,MT,Malta,IT,Italy,Total,4 nights or over,113574.0
2022,MT,Malta,IT,Italy,Total,4 nights or over,134361.0
2019,NL,Netherlands,IT,Italy,Total,4 nights or over,1028387.0
2022,NL,Netherlands,IT,Italy,Total,4 nights or over,1447627.0
2019,PL,Poland,IT,Italy,Total,4 nights or over,991180.0
2022,PL,Poland,IT,Italy,Total,4 nights or over,879014.0
2019,PT,Portugal,IT,Italy,Total,4 nights or over,108130.0
2022,PT,Portugal,IT,Italy,Total,4 nights or over,115025.0
2019,RO,Romania,IT,Italy,Total,4 nights or over,277340.0
2022,RO,Romania,IT,Italy,Total,4 nights or over,169404.0
2019,SE,Sweden,IT,Italy,Total,4 nights or over,927918.0
2022,SE,Sweden,IT,Italy,Total,4 nights or over,1559463.0
2019,SI,Slovenia,IT,Italy,Total,4 nights or over,113243.0
2022,SI,Slovenia,IT,Italy,Total,4 nights or over,132719.0
2019,SK,Slovakia,IT,Italy,Total,4 nights or over,302961.0
2022,SK,Slovakia,IT,Italy,Total,4 nights or over,218060.0
2019,EE,Estonia,LT,Lithuania,Personal reasons,From 1 to 3 nights,30956.0
2019,LT,Lithuania,LT,Lithuania,Personal reasons,From 1 to 3 nights,2040226.0
2022,LT,Lithuania,LT,Lithuania,Personal reasons,From 1 to 3 nights,2751614.0
2019,LV,Latvia,LT,Lithuania,Personal reasons,From 1 to 3 nights,142531.0
2022,LV,Latvia,LT,Lithuania,Personal reasons,From 1 to 3 nights,124876.0
2019,PL,Poland,LT,Lithuania,Personal reasons,From 1 to 3 nights,86355.0
2022,PL,Poland,LT,Lithuania,Personal reasons,From 1 to 3 nights,79444.0
2019,EE,Estonia,LT,Lithuania,Personal reasons,1 night or over,38834.0
2022,EE,Estonia,LT,Lithuania,Personal reasons,1 night or over,26564.0
2019,LT,Lithuania,LT,Lithuania,Personal reasons,1 night or over,2455569.0
2022,LT,Lithuania,LT,Lithuania,Personal reasons,1 night or over,3157715.0
2019,LV,Latvia,LT,Lithuania,Personal reasons,1 night or over,147014.0
2022,LV,Latvia,LT,Lithuania,Personal reasons,1 night or over,140755.0
2019,PL,Poland,LT,Lithuania,Personal reasons,1 night or over,177465.0
2022,PL,Poland,LT,Lithuania,Personal reasons,1 night or over,124621.0
2019,LT,Lithuania,LT,Lithuania,Personal reasons,4 nights or over,415343.0
2022,LT,Lithuania,LT,Lithuania,Personal reasons,4 nights or over,406100.0
2019,PL,Poland,LT,Lithuania,Personal reasons,4 nights or over,91110.0
2022,PL,Poland,LT,Lithuania,Personal reasons,4 nights or over,45177.0
2019,LT,Lithuania,LT,Lithuania,"Professional, business",From 1 to 3 nights,354025.0
2022,LT,Lithuania,LT,Lithuania,"Professional, business",From 1 to 3 nights,413813.0
2019,LT,Lithuania,LT,Lithuania,"Professional, business",1 night or over,371371.0
2022,LT,Lithuania,LT,Lithuania,"Professional, business",1 night or over,437294.0
2019,PL,Poland,LT,Lithuania,"Professional, business",1 night or over,18043.0
2022,PL,Poland,LT,Lithuania,"Professional, business",1 night or over,22595.0
2019,LT,Lithuania,LT,Lithuania,"Professional, business",4 nights or over,17346.0
2022,LT,Lithuania,LT,Lithuania,"Professional, business",4 nights or over,23481.0
2019,EE,Estonia,LT,Lithuania,Total,From 1 to 3 nights,53836.0
2022,EE,Estonia,LT,Lithuania,Total,From 1 to 3 nights,24677.0
2019,LT,Lithuania,LT,Lithuania,Total,From 1 to 3 nights,2394251.0
2022,LT,Lithuania,LT,Lithuania,Total,From 1 to 3 nights,3165428.0
2019,LV,Latvia,LT,Lithuania,Total,From 1 to 3 nights,160342.0
2022,LV,Latvia,LT,Lithuania,Total,From 1 to 3 nights,135323.0
2019,PL,Poland,LT,Lithuania,Total,From 1 to 3 nights,91557.0
2022,PL,Poland,LT,Lithuania,Total,From 1 to 3 nights,91144.0
2019,EE,Estonia,LT,Lithuania,Total,1 night or over,64166.0
2022,EE,Estonia,LT,Lithuania,Total,1 night or over,40761.0
2019,HU,Hungary,LT,Lithuania,Total,1 night or over,7992.0
2019,LT,Lithuania,LT,Lithuania,Total,1 night or over,2826940.0
2022,LT,Lithuania,LT,Lithuania,Total,1 night or over,3595009.0
2019,LV,Latvia,LT,Lithuania,Total,1 night or over,166138.0
2022,LV,Latvia,LT,Lithuania,Total,1 night or over,154386.0
2019,PL,Poland,LT,Lithuania,Total,1 night or over,195508.0
2022,PL,Poland,LT,Lithuania,Total,1 night or over,147216.0
2019,HU,Hungary,LT,Lithuania,Total,4 nights or over,7992.0
2019,LT,Lithuania,LT,Lithuania,Total,4 nights or over,432689.0
2022,LT,Lithuania,LT,Lithuania,Total,4 nights or over,429581.0
2019,PL,Poland,LT,Lithuania,Total,4 nights or over,103952.0
2022,PL,Poland,LT,Lithuania,Total,4 nights or over,56072.0
2019,BE,Belgium,LU,Luxembourg,Personal reasons,From 1 to 3 nights,103714.0
2022,BE,Belgium,LU,Luxembourg,Personal reasons,From 1 to 3 nights,143096.0
